date,cat_id,units_sold
2021-02-02,Category_3,2194
2021-02-02,Category_4,2081
2021-02-02,Category_5,6041
2021-02-02,Category_6,3094
2021-02-02,Category_7,3199
2021-02-02,Category_8,3209
2021-02-03,Category_1,4190
2021-02-03,Category_2,4246
2021-02-03,Category_3,2164
2021-02-03,Category_4,2041
2021-02-03,Category_5,5989
2021-02-03,Category_6,3062
2021-02-03,Category_7,3155
2021-02-03,Category_8,3146
2021-02-04,Category_1,4164
2021-02-04,Category_2,4139
2021-02-04,Category_3,2136
2021-02-04,Category_4,2111
2021-02-04,Category_5,6208
2021-02-04,Category_6,3070
2021-02-04,Category_7,3177
2021-02-04,Category_8,3173
2021-02-05,Category_1,4332
2021-02-05,Category_2,4117
2021-02-05,Category_3,2163
2021-02-05,Category_4,2140
2021-02-05,Category_5,6158
2021-02-05,Category_6,3111
2021-02-05,Category_7,3276
2021-02-05,Category_8,3117
2021-02-06,Category_1,5503
2021-02-06,Category_2,5447
2021-02-06,Category_3,2851
2021-02-06,Category_4,2722
2021-02-06,Category_5,8142
2021-02-06,Category_6,4257
2021-02-06,Category_7,4437
2021-02-06,Category_8,4110
2021-02-07,Category_1,5661
2021-02-07,Category_2,5463
2021-02-07,Category_3,2833
2021-02-07,Category_4,2650
2021-02-07,Category_5,7985
2021-02-07,Category_6,4015
2021-02-07,Category_7,4394
2021-02-07,Category_8,4232
2021-02-08,Category_1,4316
2021-02-08,Category_2,4128
2021-02-08,Category_3,2167
2021-02-08,Category_4,2110
2021-02-08,Category_5,6124
2021-02-08,Category_6,3158
2021-02-08,Category_7,3250
2021-02-08,Category_8,3207
2021-02-09,Category_1,4292
2021-02-09,Category_2,4235
2021-02-09,Category_3,2192
2021-02-09,Category_4,2083
2021-02-09,Category_5,6176
2021-02-09,Category_6,3174
2021-02-09,Category_7,3390
2021-02-09,Category_8,3249
2021-02-10,Category_1,4207
2021-02-10,Category_2,4227
2021-02-10,Category_3,2332
2021-02-10,Category_4,2020
2021-02-10,Category_5,6234
2021-02-10,Category_6,3180
2021-02-10,Category_7,3361
2021-02-10,Category_8,3247
2021-02-11,Category_1,4424
2021-02-11,Category_2,4189
2021-02-11,Category_3,2287
2021-02-11,Category_4,2006
2021-02-11,Category_5,6313
2021-02-11,Category_6,3271
2021-02-11,Category_7,3456
2021-02-11,Category_8,3381
2021-02-12,Category_1,4477
2021-02-12,Category_2,4128
2021-02-12,Category_3,2166
2021-02-12,Category_4,2155
2021-02-12,Category_5,6362
2021-02-12,Category_6,3197
2021-02-12,Category_7,3482
2021-02-12,Category_8,3209
2021-02-13,Category_1,5629
2021-02-13,Category_2,5524
2021-02-13,Category_3,2895
2021-02-13,Category_4,2936
2021-02-13,Category_5,8479
2021-02-13,Category_6,4281
2021-02-13,Category_7,4499
2021-02-13,Category_8,4313
2021-02-14,Category_1,5741
2021-02-14,Category_2,5527
2021-02-14,Category_3,2866
2021-02-14,Category_4,2845
2021-02-14,Category_5,8377
2021-02-14,Category_6,4237
2021-02-14,Category_7,4397
2021-02-14,Category_8,4275
2021-02-15,Category_1,4447
2021-02-15,Category_2,4317
2021-02-15,Category_3,2297
2021-02-15,Category_4,2243
2021-02-15,Category_5,6391
2021-02-15,Category_6,3285
2021-02-15,Category_7,3491
2021-02-15,Category_8,3237
2021-02-16,Category_1,4388
2021-02-16,Category_2,4240
2021-02-16,Category_3,2219
2021-02-16,Category_4,2226
2021-02-16,Category_5,6449
2021-02-16,Category_6,3355
2021-02-16,Category_7,3578
2021-02-16,Category_8,3422
2021-02-17,Category_1,4428
2021-02-17,Category_2,4312
2021-02-17,Category_3,2251
2021-02-17,Category_4,2191
2021-02-17,Category_5,6367
2021-02-17,Category_6,3380
2021-02-17,Category_7,3460
2021-02-17,Category_8,3430
2021-02-18,Category_1,4377
2021-02-18,Category_2,4288
2021-02-18,Category_3,2341
2021-02-18,Category_4,2191
2021-02-18,Category_5,6454
2021-02-18,Category_6,3368
2021-02-18,Category_7,3535
2021-02-18,Category_8,3275
2021-02-19,Category_1,4473
2021-02-19,Category_2,4371
2021-02-19,Category_3,2365
2021-02-19,Category_4,2286
2021-02-19,Category_5,6376
2021-02-19,Category_6,3443
2021-02-19,Category_7,3553
2021-02-19,Category_8,3395
2021-02-20,Category_1,5800
2021-02-20,Category_2,5607
2021-02-20,Category_3,2997
2021-02-20,Category_4,2861
2021-02-20,Category_5,8873
2021-02-20,Category_6,4381
2021-02-20,Category_7,4544
2021-02-20,Category_8,4521
2021-02-21,Category_1,5809
2021-02-21,Category_2,5615
2021-02-21,Category_3,2909
2021-02-21,Category_4,2856
2021-02-21,Category_5,8360
2021-02-21,Category_6,4372
2021-02-21,Category_7,4615
2021-02-21,Category_8,4396
2021-02-22,Category_1,4479
2021-02-22,Category_2,4466
2021-02-22,Category_3,2381
2021-02-22,Category_4,2139
2021-02-22,Category_5,6598
2021-02-22,Category_6,3425
2021-02-22,Category_7,3547
2021-02-22,Category_8,3500
2021-02-23,Category_1,4546
2021-02-23,Category_2,4463
2021-02-23,Category_3,2372
2021-02-23,Category_4,2182
2021-02-23,Category_5,6616
2021-02-23,Category_6,3430
2021-02-23,Category_7,3585
2021-02-23,Category_8,3398
2021-02-24,Category_1,4474
2021-02-24,Category_2,4312
2021-02-24,Category_3,2357
2021-02-24,Category_4,2174
2021-02-24,Category_5,6501
2021-02-24,Category_6,3483
2021-02-24,Category_7,3593
2021-02-24,Category_8,3434
2021-02-25,Category_1,4616
2021-02-25,Category_2,4504
2021-02-25,Category_3,2382
2021-02-25,Category_4,2281
2021-02-25,Category_5,6481
2021-02-25,Category_6,3367
2021-02-25,Category_7,3581
2021-02-25,Category_8,3455
2021-02-26,Category_1,4684
2021-02-26,Category_2,4524
2021-02-26,Category_3,2304
2021-02-26,Category_4,2225
2021-02-26,Category_5,6480
2021-02-26,Category_6,3401
2021-02-26,Category_7,3550
2021-02-26,Category_8,3448
2021-02-27,Category_1,5870
2021-02-27,Category_2,5898
2021-02-27,Category_3,3099
2021-02-27,Category_4,2914
2021-02-27,Category_5,8825
2021-02-27,Category_6,4343
2021-02-27,Category_7,4639
2021-02-27,Category_8,4550
2021-02-28,Category_1,6042
2021-02-28,Category_2,5865
2021-02-28,Category_3,3085
2021-02-28,Category_4,2969
2021-02-28,Category_5,8767
2021-02-28,Category_6,4466
2021-02-28,Category_7,4619
2021-02-28,Category_8,4342
2021-03-01,Category_1,5217
2021-03-01,Category_2,4954
2021-03-01,Category_3,2849
2021-03-01,Category_4,2665
2021-03-01,Category_5,7519
2021-03-01,Category_6,3943
2021-03-01,Category_7,4070
2021-03-01,Category_8,3524
2021-03-02,Category_1,5178
2021-03-02,Category_2,5041
2021-03-02,Category_3,2739
2021-03-02,Category_4,2732
2021-03-02,Category_5,7407
2021-03-02,Category_6,3902
2021-03-02,Category_7,4059
2021-03-02,Category_8,3506
2021-03-03,Category_1,5247
2021-03-03,Category_2,4789
2021-03-03,Category_3,2767
2021-03-03,Category_4,2728
2021-03-03,Category_5,7573
2021-03-03,Category_6,3918
2021-03-03,Category_7,4125
2021-03-03,Category_8,3579
2021-03-04,Category_1,5483
2021-03-04,Category_2,4910
2021-03-04,Category_3,2783
2021-03-04,Category_4,2635
2021-03-04,Category_5,7433
2021-03-04,Category_6,4030
2021-03-04,Category_7,4126
2021-03-04,Category_8,3703
2021-03-05,Category_1,5412
2021-03-05,Category_2,4972
2021-03-05,Category_3,2777
2021-03-05,Category_4,2680
2021-03-05,Category_5,7593
2021-03-05,Category_6,4043
2021-03-05,Category_7,4050
2021-03-05,Category_8,3666
2021-03-06,Category_1,7125
2021-03-06,Category_2,6546
2021-03-06,Category_3,3605
2021-03-06,Category_4,3499
2021-03-06,Category_5,9740
2021-03-06,Category_6,5170
2021-03-06,Category_7,5222
2021-03-06,Category_8,4588
2021-03-07,Category_1,7296
2021-03-07,Category_2,6451
2021-03-07,Category_3,3553
2021-03-07,Category_4,3673
2021-03-07,Category_5,9952
2021-03-07,Category_6,5297
2021-03-07,Category_7,5458
2021-03-07,Category_8,4703
2021-03-08,Category_1,4629
2021-03-08,Category_2,4522
2021-03-08,Category_3,2369
2021-03-08,Category_4,2302
2021-03-08,Category_5,6897
2021-03-08,Category_6,3586
2021-03-08,Category_7,3633
2021-03-08,Category_8,3580
2021-03-09,Category_1,4786
2021-03-09,Category_2,4705
2021-03-09,Category_3,2369
2021-03-09,Category_4,2293
2021-03-09,Category_5,6931
2021-03-09,Category_6,3502
2021-03-09,Category_7,3746
2021-03-09,Category_8,3499
2021-03-10,Category_1,4813
2021-03-10,Category_2,4776
2021-03-10,Category_3,2434
2021-03-10,Category_4,2302
2021-03-10,Category_5,6914
2021-03-10,Category_6,3591
2021-03-10,Category_7,3823
2021-03-10,Category_8,3614
2021-03-11,Category_1,4691
2021-03-11,Category_2,4645
2021-03-11,Category_3,2460
2021-03-11,Category_4,2283
2021-03-11,Category_5,6877
2021-03-11,Category_6,3618
2021-03-11,Category_7,3725
2021-03-11,Category_8,3626
2021-03-12,Category_1,4566
2021-03-12,Category_2,4558
2021-03-12,Category_3,2407
2021-03-12,Category_4,2330
2021-03-12,Category_5,7046
2021-03-12,Category_6,3556
2021-03-12,Category_7,3761
2021-03-12,Category_8,3625
2021-03-13,Category_1,6150
2021-03-13,Category_2,6072
2021-03-13,Category_3,3285
2021-03-13,Category_4,2917
2021-03-13,Category_5,9001
2021-03-13,Category_6,4535
2021-03-13,Category_7,5052
2021-03-13,Category_8,4594
2021-03-14,Category_1,6228
2021-03-14,Category_2,5965
2021-03-14,Category_3,3114
2021-03-14,Category_4,3024
2021-03-14,Category_5,8903
2021-03-14,Category_6,4727
2021-03-14,Category_7,4711
2021-03-14,Category_8,4685
2021-03-15,Category_1,4856
2021-03-15,Category_2,4685
2021-03-15,Category_3,2472
2021-03-15,Category_4,2240
2021-03-15,Category_5,6940
2021-03-15,Category_6,3510
2021-03-15,Category_7,3797
2021-03-15,Category_8,3616
2021-03-16,Category_1,4720
2021-03-16,Category_2,4663
2021-03-16,Category_3,2475
2021-03-16,Category_4,2376
2021-03-16,Category_5,6865
2021-03-16,Category_6,3661
2021-03-16,Category_7,3644
2021-03-16,Category_8,3615
2021-03-17,Category_1,4740
2021-03-17,Category_2,4752
2021-03-17,Category_3,2451
2021-03-17,Category_4,2349
2021-03-17,Category_5,6924
2021-03-17,Category_6,3517
2021-03-17,Category_7,3842
2021-03-17,Category_8,3707
2021-03-18,Category_1,4771
2021-03-18,Category_2,4788
2021-03-18,Category_3,2507
2021-03-18,Category_4,2316
2021-03-18,Category_5,7000
2021-03-18,Category_6,3645
2021-03-18,Category_7,3778
2021-03-18,Category_8,3587
2021-03-19,Category_1,4779
2021-03-19,Category_2,4742
2021-03-19,Category_3,2511
2021-03-19,Category_4,2315
2021-03-19,Category_5,6885
2021-03-19,Category_6,3456
2021-03-19,Category_7,3733
2021-03-19,Category_8,3594
2021-03-20,Category_1,6316
2021-03-20,Category_2,6066
2021-03-20,Category_3,3263
2021-03-20,Category_4,3113
2021-03-20,Category_5,8883
2021-03-20,Category_6,4713
2021-03-20,Category_7,4742
2021-03-20,Category_8,4638
2021-03-21,Category_1,5964
2021-03-21,Category_2,6113
2021-03-21,Category_3,3299
2021-03-21,Category_4,3041
2021-03-21,Category_5,9217
2021-03-21,Category_6,4596
2021-03-21,Category_7,4907
2021-03-21,Category_8,4805
2021-03-22,Category_1,4783
2021-03-22,Category_2,4715
2021-03-22,Category_3,2499
2021-03-22,Category_4,2375
2021-03-22,Category_5,7007
2021-03-22,Category_6,3641
2021-03-22,Category_7,3802
2021-03-22,Category_8,3533
2021-03-23,Category_1,4993
2021-03-23,Category_2,4619
2021-03-23,Category_3,2489
2021-03-23,Category_4,2370
2021-03-23,Category_5,7034
2021-03-23,Category_6,3558
2021-03-23,Category_7,3899
2021-03-23,Category_8,3536
2021-03-24,Category_1,4710
2021-03-24,Category_2,4676
2021-03-24,Category_3,2403
2021-03-24,Category_4,2378
2021-03-24,Category_5,6875
2021-03-24,Category_6,3632
2021-03-24,Category_7,3795
2021-03-24,Category_8,3528
2021-03-25,Category_1,4920
2021-03-25,Category_2,4701
2021-03-25,Category_3,2516
2021-03-25,Category_4,2391
2021-03-25,Category_5,6927
2021-03-25,Category_6,3688
2021-03-25,Category_7,3808
2021-03-25,Category_8,3662
2021-03-26,Category_1,4808
2021-03-26,Category_2,4621
2021-03-26,Category_3,2534
2021-03-26,Category_4,2408
2021-03-26,Category_5,7203
2021-03-26,Category_6,3661
2021-03-26,Category_7,3712
2021-03-26,Category_8,3596
2021-03-27,Category_1,6266
2021-03-27,Category_2,6216
2021-03-27,Category_3,3246
2021-03-27,Category_4,3001
2021-03-27,Category_5,9053
2021-03-27,Category_6,4687
2021-03-27,Category_7,4977
2021-03-27,Category_8,4622
2021-03-28,Category_1,6256
2021-03-28,Category_2,6166
2021-03-28,Category_3,3216
2021-03-28,Category_4,3083
2021-03-28,Category_5,9089
2021-03-28,Category_6,4780
2021-03-28,Category_7,4936
2021-03-28,Category_8,4810
2021-03-29,Category_1,4923
2021-03-29,Category_2,4716
2021-03-29,Category_3,2445
2021-03-29,Category_4,2388
2021-03-29,Category_5,7174
2021-03-29,Category_6,3543
2021-03-29,Category_7,3788
2021-03-29,Category_8,3597
2021-03-30,Category_1,4817
2021-03-30,Category_2,4596
2021-03-30,Category_3,2487
2021-03-30,Category_4,2332
2021-03-30,Category_5,6965
2021-03-30,Category_6,3650
2021-03-30,Category_7,3748
2021-03-30,Category_8,3652
2021-03-31,Category_1,4974
2021-03-31,Category_2,4845
2021-03-31,Category_3,2536
2021-03-31,Category_4,2382
2021-03-31,Category_5,7084
2021-03-31,Category_6,3626
2021-03-31,Category_7,3923
2021-03-31,Category_8,3601
2021-04-01,Category_1,4850
2021-04-01,Category_2,4823
2021-04-01,Category_3,2456
2021-04-01,Category_4,2435
2021-04-01,Category_5,6976
2021-04-01,Category_6,3568
2021-04-01,Category_7,3802
2021-04-01,Category_8,3770
2021-04-02,Category_1,4765
2021-04-02,Category_2,4597
2021-04-02,Category_3,2500
2021-04-02,Category_4,2445
2021-04-02,Category_5,7062
2021-04-02,Category_6,3579
2021-04-02,Category_7,3865
2021-04-02,Category_8,3707
2021-04-03,Category_1,6229
2021-04-03,Category_2,6096
2021-04-03,Category_3,3290
2021-04-03,Category_4,3008
2021-04-03,Category_5,9205
2021-04-03,Category_6,4784
2021-04-03,Category_7,4913
2021-04-03,Category_8,4759
2021-04-04,Category_1,6400
2021-04-04,Category_2,6037
2021-04-04,Category_3,3134
2021-04-04,Category_4,3276
2021-04-04,Category_5,9209
2021-04-04,Category_6,4773
2021-04-04,Category_7,4884
2021-04-04,Category_8,4714
2021-04-05,Category_1,4872
2021-04-05,Category_2,4763
2021-04-05,Category_3,2514
2021-04-05,Category_4,2379
2021-04-05,Category_5,7150
2021-04-05,Category_6,3603
2021-04-05,Category_7,3817
2021-04-05,Category_8,3755
2021-04-06,Category_1,4814
2021-04-06,Category_2,4795
2021-04-06,Category_3,2366
2021-04-06,Category_4,2326
2021-04-06,Category_5,6968
2021-04-06,Category_6,3706
2021-04-06,Category_7,3842
2021-04-06,Category_8,3731
2021-04-07,Category_1,4865
2021-04-07,Category_2,4644
2021-04-07,Category_3,2453
2021-04-07,Category_4,2288
2021-04-07,Category_5,6982
2021-04-07,Category_6,3633
2021-04-07,Category_7,3818
2021-04-07,Category_8,3595
2021-04-08,Category_1,4907
2021-04-08,Category_2,4799
2021-04-08,Category_3,2402
2021-04-08,Category_4,2433
2021-04-08,Category_5,6996
2021-04-08,Category_6,3636
2021-04-08,Category_7,3826
2021-04-08,Category_8,3659
2021-04-09,Category_1,4891
2021-04-09,Category_2,4937
2021-04-09,Category_3,2494
2021-04-09,Category_4,2413
2021-04-09,Category_5,7069
2021-04-09,Category_6,3616
2021-04-09,Category_7,3709
2021-04-09,Category_8,3628
2021-04-10,Category_1,6470
2021-04-10,Category_2,6106
2021-04-10,Category_3,3234
2021-04-10,Category_4,3138
2021-04-10,Category_5,9163
2021-04-10,Category_6,4731
2021-04-10,Category_7,4906
2021-04-10,Category_8,4849
2021-04-11,Category_1,6247
2021-04-11,Category_2,6199
2021-04-11,Category_3,3242
2021-04-11,Category_4,3091
2021-04-11,Category_5,9012
2021-04-11,Category_6,4888
2021-04-11,Category_7,4912
2021-04-11,Category_8,4774
2021-04-12,Category_1,4806
2021-04-12,Category_2,4718
2021-04-12,Category_3,2472
2021-04-12,Category_4,2374
2021-04-12,Category_5,7078
2021-04-12,Category_6,3546
2021-04-12,Category_7,3776
2021-04-12,Category_8,3536
2021-04-13,Category_1,4965
2021-04-13,Category_2,4654
2021-04-13,Category_3,2479
2021-04-13,Category_4,2405
2021-04-13,Category_5,6954
2021-04-13,Category_6,3640
2021-04-13,Category_7,3893
2021-04-13,Category_8,3686
2021-04-14,Category_1,4851
2021-04-14,Category_2,4771
2021-04-14,Category_3,2469
2021-04-14,Category_4,2393
2021-04-14,Category_5,7185
2021-04-14,Category_6,3665
2021-04-14,Category_7,3701
2021-04-14,Category_8,3595
2021-04-15,Category_1,4927
2021-04-15,Category_2,4624
2021-04-15,Category_3,2486
2021-04-15,Category_4,2465
2021-04-15,Category_5,7083
2021-04-15,Category_6,3603
2021-04-15,Category_7,3686
2021-04-15,Category_8,3680
2021-04-16,Category_1,4840
2021-04-16,Category_2,4765
2021-04-16,Category_3,2431
2021-04-16,Category_4,2492
2021-04-16,Category_5,7037
2021-04-16,Category_6,3592
2021-04-16,Category_7,3751
2021-04-16,Category_8,3736
2021-04-17,Category_1,6201
2021-04-17,Category_2,6348
2021-04-17,Category_3,3253
2021-04-17,Category_4,3087
2021-04-17,Category_5,9095
2021-04-17,Category_6,4664
2021-04-17,Category_7,4899
2021-04-17,Category_8,4694
2021-04-18,Category_1,6189
2021-04-18,Category_2,6206
2021-04-18,Category_3,3208
2021-04-18,Category_4,3179
2021-04-18,Category_5,9117
2021-04-18,Category_6,4598
2021-04-18,Category_7,4688
2021-04-18,Category_8,4620
2021-04-19,Category_1,4724
2021-04-19,Category_2,4652
2021-04-19,Category_3,2545
2021-04-19,Category_4,2379
2021-04-19,Category_5,7166
2021-04-19,Category_6,3539
2021-04-19,Category_7,3772
2021-04-19,Category_8,3569
2021-04-20,Category_1,4721
2021-04-20,Category_2,4700
2021-04-20,Category_3,2479
2021-04-20,Category_4,2375
2021-04-20,Category_5,7063
2021-04-20,Category_6,3634
2021-04-20,Category_7,3736
2021-04-20,Category_8,3674
2021-04-21,Category_1,4839
2021-04-21,Category_2,4582
2021-04-21,Category_3,2441
2021-04-21,Category_4,2298
2021-04-21,Category_5,7038
2021-04-21,Category_6,3498
2021-04-21,Category_7,3895
2021-04-21,Category_8,3551
2021-04-22,Category_1,4811
2021-04-22,Category_2,4830
2021-04-22,Category_3,2464
2021-04-22,Category_4,2463
2021-04-22,Category_5,7086
2021-04-22,Category_6,3478
2021-04-22,Category_7,3847
2021-04-22,Category_8,3524
2021-04-23,Category_1,4963
2021-04-23,Category_2,4572
2021-04-23,Category_3,2462
2021-04-23,Category_4,2369
2021-04-23,Category_5,7034
2021-04-23,Category_6,3623
2021-04-23,Category_7,3715
2021-04-23,Category_8,3547
2021-04-24,Category_1,6226
2021-04-24,Category_2,6282
2021-04-24,Category_3,3260
2021-04-24,Category_4,3032
2021-04-24,Category_5,9026
2021-04-24,Category_6,4608
2021-04-24,Category_7,4801
2021-04-24,Category_8,4674
2021-04-25,Category_1,6329
2021-04-25,Category_2,6027
2021-04-25,Category_3,3272
2021-04-25,Category_4,3097
2021-04-25,Category_5,8983
2021-04-25,Category_6,4677
2021-04-25,Category_7,5003
2021-04-25,Category_8,4721
2021-04-26,Category_1,4803
2021-04-26,Category_2,4539
2021-04-26,Category_3,2390
2021-04-26,Category_4,2310
2021-04-26,Category_5,7108
2021-04-26,Category_6,3578
2021-04-26,Category_7,3803
2021-04-26,Category_8,3635
2021-04-27,Category_1,4716
2021-04-27,Category_2,4627
2021-04-27,Category_3,2370
2021-04-27,Category_4,2405
2021-04-27,Category_5,6861
2021-04-27,Category_6,3542
2021-04-27,Category_7,3698
2021-04-27,Category_8,3514
2021-04-28,Category_1,4808
2021-04-28,Category_2,4607
2021-04-28,Category_3,2406
2021-04-28,Category_4,2384
2021-04-28,Category_5,6863
2021-04-28,Category_6,3578
2021-04-28,Category_7,3648
2021-04-28,Category_8,3640
2021-04-29,Category_1,4733
2021-04-29,Category_2,4562
2021-04-29,Category_3,2423
2021-04-29,Category_4,2222
2021-04-29,Category_5,6835
2021-04-29,Category_6,3483
2021-04-29,Category_7,3643
2021-04-29,Category_8,3560
2021-04-30,Category_1,4772
2021-04-30,Category_2,4667
2021-04-30,Category_3,2480
2021-04-30,Category_4,2378
2021-04-30,Category_5,6757
2021-04-30,Category_6,3608
2021-04-30,Category_7,3867
2021-04-30,Category_8,3584
2021-05-01,Category_1,6124
2021-05-01,Category_2,5978
2021-05-01,Category_3,3063
2021-05-01,Category_4,3013
2021-05-01,Category_5,8926
2021-05-01,Category_6,4586
2021-05-01,Category_7,4777
2021-05-01,Category_8,4704
2021-05-02,Category_1,6068
2021-05-02,Category_2,6000
2021-05-02,Category_3,3231
2021-05-02,Category_4,3090
2021-05-02,Category_5,8928
2021-05-02,Category_6,4493
2021-05-02,Category_7,4815
2021-05-02,Category_8,4572
2021-05-03,Category_1,4729
2021-05-03,Category_2,4557
2021-05-03,Category_3,2454
2021-05-03,Category_4,2257
2021-05-03,Category_5,6732
2021-05-03,Category_6,3556
2021-05-03,Category_7,3752
2021-05-03,Category_8,3605
2021-05-04,Category_1,4566
2021-05-04,Category_2,4525
2021-05-04,Category_3,2462
2021-05-04,Category_4,2311
2021-05-04,Category_5,6611
2021-05-04,Category_6,3562
2021-05-04,Category_7,3711
2021-05-04,Category_8,3578
2021-05-05,Category_1,4775
2021-05-05,Category_2,4522
2021-05-05,Category_3,2369
2021-05-05,Category_4,2283
2021-05-05,Category_5,6731
2021-05-05,Category_6,3539
2021-05-05,Category_7,3664
2021-05-05,Category_8,3475
2021-05-06,Category_1,4726
2021-05-06,Category_2,4594
2021-05-06,Category_3,2364
2021-05-06,Category_4,2179
2021-05-06,Category_5,6729
2021-05-06,Category_6,3402
2021-05-06,Category_7,3676
2021-05-06,Category_8,3661
2021-05-07,Category_1,4610
2021-05-07,Category_2,4348
2021-05-07,Category_3,2334
2021-05-07,Category_4,2221
2021-05-07,Category_5,6618
2021-05-07,Category_6,3478
2021-05-07,Category_7,3559
2021-05-07,Category_8,3492
2021-05-08,Category_1,5967
2021-05-08,Category_2,5868
2021-05-08,Category_3,3003
2021-05-08,Category_4,2857
2021-05-08,Category_5,8692
2021-05-08,Category_6,4597
2021-05-08,Category_7,4574
2021-05-08,Category_8,4592
2021-05-09,Category_1,5971
2021-05-09,Category_2,5919
2021-05-09,Category_3,3115
2021-05-09,Category_4,2961
2021-05-09,Category_5,8823
2021-05-09,Category_6,4454
2021-05-09,Category_7,4584
2021-05-09,Category_8,4518
2021-05-10,Category_1,4600
2021-05-10,Category_2,4464
2021-05-10,Category_3,2387
2021-05-10,Category_4,2235
2021-05-10,Category_5,6685
2021-05-10,Category_6,3531
2021-05-10,Category_7,3717
2021-05-10,Category_8,3505
2021-05-11,Category_1,4535
2021-05-11,Category_2,4542
2021-05-11,Category_3,2465
2021-05-11,Category_4,2150
2021-05-11,Category_5,6618
2021-05-11,Category_6,3463
2021-05-11,Category_7,3490
2021-05-11,Category_8,3548
2021-05-12,Category_1,4650
2021-05-12,Category_2,4499
2021-05-12,Category_3,2380
2021-05-12,Category_4,2157
2021-05-12,Category_5,6804
2021-05-12,Category_6,3389
2021-05-12,Category_7,3697
2021-05-12,Category_8,3434
2021-05-13,Category_1,4583
2021-05-13,Category_2,4583
2021-05-13,Category_3,2355
2021-05-13,Category_4,2224
2021-05-13,Category_5,6560
2021-05-13,Category_6,3327
2021-05-13,Category_7,3573
2021-05-13,Category_8,3433
2021-05-14,Category_1,4520
2021-05-14,Category_2,4501
2021-05-14,Category_3,2342
2021-05-14,Category_4,2280
2021-05-14,Category_5,6711
2021-05-14,Category_6,3361
2021-05-14,Category_7,3551
2021-05-14,Category_8,3419
2021-05-15,Category_1,5769
2021-05-15,Category_2,5892
2021-05-15,Category_3,3076
2021-05-15,Category_4,2946
2021-05-15,Category_5,8601
2021-05-15,Category_6,4402
2021-05-15,Category_7,4506
2021-05-15,Category_8,4453
2021-05-16,Category_1,5784
2021-05-16,Category_2,5763
2021-05-16,Category_3,3072
2021-05-16,Category_4,2889
2021-05-16,Category_5,8775
2021-05-16,Category_6,4412
2021-05-16,Category_7,4552
2021-05-16,Category_8,4412
2021-05-17,Category_1,4503
2021-05-17,Category_2,4296
2021-05-17,Category_3,2283
2021-05-17,Category_4,2167
2021-05-17,Category_5,6529
2021-05-17,Category_6,3416
2021-05-17,Category_7,3524
2021-05-17,Category_8,3324
2021-05-18,Category_1,4429
2021-05-18,Category_2,4434
2021-05-18,Category_3,2287
2021-05-18,Category_4,2223
2021-05-18,Category_5,6448
2021-05-18,Category_6,3454
2021-05-18,Category_7,3396
2021-05-18,Category_8,3398
2021-05-19,Category_1,4521
2021-05-19,Category_2,4332
2021-05-19,Category_3,2373
2021-05-19,Category_4,2230
2021-05-19,Category_5,6547
2021-05-19,Category_6,3209
2021-05-19,Category_7,3611
2021-05-19,Category_8,3412
2021-05-20,Category_1,4478
2021-05-20,Category_2,4302
2021-05-20,Category_3,2291
2021-05-20,Category_4,2147
2021-05-20,Category_5,6496
2021-05-20,Category_6,3277
2021-05-20,Category_7,3472
2021-05-20,Category_8,3365
2021-05-21,Category_1,4432
2021-05-21,Category_2,4367
2021-05-21,Category_3,2261
2021-05-21,Category_4,2137
2021-05-21,Category_5,6362
2021-05-21,Category_6,3295
2021-05-21,Category_7,3440
2021-05-21,Category_8,3274
2021-05-22,Category_1,5697
2021-05-22,Category_2,5604
2021-05-22,Category_3,2891
2021-05-22,Category_4,2728
2021-05-22,Category_5,8177
2021-05-22,Category_6,4255
2021-05-22,Category_7,4357
2021-05-22,Category_8,4256
2021-05-23,Category_1,5780
2021-05-23,Category_2,5805
2021-05-23,Category_3,2814
2021-05-23,Category_4,2917
2021-05-23,Category_5,8226
2021-05-23,Category_6,4171
2021-05-23,Category_7,4494
2021-05-23,Category_8,4508
2021-05-24,Category_1,4419
2021-05-24,Category_2,4358
2021-05-24,Category_3,2285
2021-05-24,Category_4,2234
2021-05-24,Category_5,6301
2021-05-24,Category_6,3268
2021-05-24,Category_7,3456
2021-05-24,Category_8,3253
2021-05-25,Category_1,4326
2021-05-25,Category_2,4220
2021-05-25,Category_3,2267
2021-05-25,Category_4,2216
2021-05-25,Category_5,6330
2021-05-25,Category_6,3217
2021-05-25,Category_7,3393
2021-05-25,Category_8,3306
2021-05-26,Category_1,4361
2021-05-26,Category_2,4228
2021-05-26,Category_3,2159
2021-05-26,Category_4,2177
2021-05-26,Category_5,6233
2021-05-26,Category_6,3361
2021-05-26,Category_7,3321
2021-05-26,Category_8,3330
2021-05-27,Category_1,4526
2021-05-27,Category_2,4267
2021-05-27,Category_3,2201
2021-05-27,Category_4,2145
2021-05-27,Category_5,6110
2021-05-27,Category_6,3169
2021-05-27,Category_7,3456
2021-05-27,Category_8,3285
2021-05-28,Category_1,4370
2021-05-28,Category_2,4117
2021-05-28,Category_3,2230
2021-05-28,Category_4,2008
2021-05-28,Category_5,6216
2021-05-28,Category_6,3271
2021-05-28,Category_7,3400
2021-05-28,Category_8,3284
2021-05-29,Category_1,5588
2021-05-29,Category_2,5274
2021-05-29,Category_3,2952
2021-05-29,Category_4,2835
2021-05-29,Category_5,7975
2021-05-29,Category_6,4208
